2015 GEOID,"2010 Census Percent Rural",,,,,,,,,,,,,
17051,66.98735321,,,,,,,,,,,,,
17053,41.77970315,,,,,,,,,,,,,
17055,48.58067288,,,,,,,,,,,,,
17057,60.02589765,,,,,,,,,,,,,
17059,100,,,,,,,,,,,,,
17061,70.84833645,,,,,,,,,,,,,
17063,24.37528714,,,,,,,,,,,,,
17065,68.09743408,,,,,,,,,,,,,
17067,70.97466499,,,,,,,,,,,,,
17069,100,,,,,,,,,,,,,
17071,99.6589824,,,,,,,,,,,,,
17073,50.27532385,,,,,,,,,,,,,
17075,71.74103237,,,,,,,,,,,,,
17077,37.16662792,,,,,,,,,,,,,
17079,69.8597649,,,,,,,,,,,,,
17081,58.77095835,,,,,,,,,,,,,
17083,60.56993692,,,,,,,,,,,,,
17085,72.5901755,,,,,,,,,,,,,
17087,100,,,,,,,,,,,,,
17089,3.558335549,,,,,,,,,,,,,
17091,24.45680438,,,,,,,,,,,,,
17093,10.41957189,,,,,,,,,,,,,
17095,24.32018746,,,,,,,,,,,,,
17097,1.267303707,,,,,,,,,,,,,
17099,30.2148801,,,,,,,,,,,,,
17101,58.01699044,,,,,,,,,,,,,
17103,53.21251145,,,,,,,,,,,,,
17105,40.80359435,,,,,,,,,,,,,
17107,39.86470879,,,,,,,,,,,,,
17109,29.50447688,,,,,,,,,,,,,
17111,9.878546444,,,,,,,,,,,,,
17113,16.49682731,,,,,,,,,,,,,
17115,15.26162791,,,,,,,,,,,,,
17117,58.51355595,,,,,,,,,,,,,
17119,13.34066146,,,,,,,,,,,,,
17121,45.05667267,,,,,,,,,,,,,
17123,100,,,,,,,,,,,,,
17125,77.48534024,,,,,,,,,,,,,
17127,50.50878216,,,,,,,,,,,,,
17129,75.69460842,,,,,,,,,,,,,
17131,77.75952294,,,,,,,,,,,,,
17133,41.35995388,,,,,,,,,,,,,
17135,41.62237576,,,,,,,,,,,,,
17137,36.22809238,,,,,,,,,,,,,
17139,69.23750505,,,,,,,,,,,,,
17141,47.09983737,,,,,,,,,,,,,
17143,14.64551138,,,,,,,,,,,,,
17145,43.64205817,,,,,,,,,,,,,
17147,67.66094805,,,,,,,,,,,,,
17149,72.30675593,,,,,,,,,,,,,
17151,100,,,,,,,,,,,,,
17153,100,,,,,,,,,,,,,
17155,100,,,,,,,,,,,,,
17157,42.64249014,,,,,,,,,,,,,
17159,43.46701164,,,,,,,,,,,,,
17161,10.91998428,,,,,,,,,,,,,
17163,9.754643481,,,,,,,,,,,,,
17165,43.66395055,,,,,,,,,,,,,
17167,14.12655407,,,,,,,,,,,,,
17169,57.63520679,,,,,,,,,,,,,
17171,100,,,,,,,,,,,,,
17173,77.73107365,,,,,,,,,,,,,
17175,100,,,,,,,,,,,,,
17177,40.09347949,,,,,,,,,,,,,
17179,20.41818692,,,,,,,,,,,,,
17181,65.86927224,,,,,,,,,,,,,
17183,31.25635528,,,,,,,,,,,,,
17185,38.89679417,,,,,,,,,,,,,
17187,45.47918902,,,,,,,,,,,,,
17189,73.64773036,,,,,,,,,,,,,
17191,69.93436754,,,,,,,,,,,,,
17193,62.0320491,,,,,,,,,,,,,
17195,37.34315703,,,,,,,,,,,,,
17197,3.929393707,,,,,,,,,,,,,
17199,34.79813735,,,,,,,,,,,,,
17201,7.914219721,,,,,,,,,,,,,
17203,54.88568177,,,,,,,,,,,,,
18001,53.67435368,,,,,,,,,,,,,
18003,11.87976146,,,,,,,,,,,,,
18005,33.70315389,,,,,,,,,,,,,
18007,100,,,,,,,,,,,,,
18009,50.61099796,,,,,,,,,,,,,
18011,34.40501412,,,,,,,,,,,,,
18013,100,,,,,,,,,,,,,
18015,81.40411808,,,,,,,,,,,,,
18017,44.66714572,,,,,,,,,,,,,
18019,20.514914,,,,,,,,,,,,,
18021,60.88880625,,,,,,,,,,,,,
18023,49.78328919,,,,,,,,,,,,,
18025,100,,,,,,,,,,,,,
18027,60.28185035,,,,,,,,,,,,,
18029,53.05812536,,,,,,,,,,,,,
18031,53.7956488,,,,,,,,,,,,,
18033,42.2992208,,,,,,,,,,,,,
18035,22.81190778,,,,,,,,,,,,,
18037,49.24681897,,,,,,,,,,,,,
18039,20.5872676,,,,,,,,,,,,,
18041,36.78378712,,,,,,,,,,,,,
18043,20.32771058,,,,,,,,,,,,,
18045,65.9512761,,,,,,,,,,,,,
18047,88.85953134,,,,,,,,,,,,,
18049,64.92129007,,,,,,,,,,,,,
18051,53.61907889,,,,,,,,,,,,,
18053,28.91255013,,,,,,,,,,,,,
18055,74.84396201,,,,,,,,,,,,,
18057,5.635377628,,,,,,,,,,,,,
18059,30.44627296,,,,,,,,,,,,,
18061,85.84747485,,,,,,,,,,,,,
18063,17.84692811,,,,,,,,,,,,,
18065,42.8551211,,,,,,,,,,,,,
18067,21.53543117,,,,,,,,,,,,,
18069,50.95625471,,,,,,,,,,,,,
18071,43.7323013,,,,,,,,,,,,,
18073,68.03871199,,,,,,,,,,,,,
18075,55.65331953,,,,,,,,,,,,,
18077,45.0968299,,,,,,,,,,,,,
18079,60.19631902,,,,,,,,,,,,,
18081,13.89648703,,,,,,,,,,,,,
18083,36.21488033,,,,,,,,,,,,,
18085,46.59763696,,,,,,,,,,,,,
18087,91.61549235,,,,,,,,,,,,,
18089,3.96810516,,,,,,,,,,,,,
18091,35.62758485,,,,,,,,,,,,,
18093,58.44713227,,,,,,,,,,,,,
18095,23.08866875,,,,,,,,,,,,,
18097,0.600181759,,,,,,,,,,,,,
18099,63.3461563,,,,,,,,,,,,,
18101,72.28565899,,,,,,,,,,,,,
18103,46.4867355,,,,,,,,,,,,,
18105,21.24820618,,,,,,,,,,,,,
18107,52.7541706,,,,,,,,,,,,,
18109,49.1378059,,,,,,,,,,,,,
18111,100,,,,,,,,,,,,,
18113,68.04947829,,,,,,,,,,,,,
18115,100,,,,,,,,,,,,,
18117,83.45766129,,,,,,,,,,,,,
18119,100,,,,,,,,,,,,,
18121,74.97548878,,,,,,,,,,,,,
18123,55.04188644,,,,,,,,,,,,,
18125,100,,,,,,,,,,,,,
18127,20.75293745,,,,,,,,,,,,,
18129,66.761868,,,,,,,,,,,,,
18131,80.94314281,,,,,,,,,,,,,
18133,64.80257092,,,,,,,,,,,,,
18135,61.86618777,,,,,,,,,,,,,
18137,83.24311194,,,,,,,,,,,,,
18139,61.16030359,,,,,,,,,,,,,
18141,9.001577187,,,,,,,,,,,,,
18143,52.71494148,,,,,,,,,,,,,
18145,52.0478891,,,,,,,,,,,,,
18147,100,,,,,,,,,,,,,
18149,82.38239952,,,,,,,,,,,,,
18151,67.24879333,,,,,,,,,,,,,
18153,78.96158324,,,,,,,,,,,,,
18155,100,,,,,,,,,,,,,
18157,14.50109966,,,,,,,,,,,,,
18159,61.60266064,,,,,,,,,,,,,
18161,100,,,,,,,,,,,,,
18163,9.167348347,,,,,,,,,,,,,
18165,60.36886257,,,,,,,,,,,,,
18167,23.7584378,,,,,,,,,,,,,
18169,49.98479689,,,,,,,,,,,,,
18171,77.10390221,,,,,,,,,,,,,
18173,29.30690747,,,,,,,,,,,,,
18175,76.84523388,,,,,,,,,,,,,
18177,33.04990061,,,,,,,,,,,,,
18179,50.56086264,,,,,,,,,,,,,
18181,67.96656251,,,,,,,,,,,,,
18183,71.16424366,,,,,,,,,,,,,
19001,100,,,,,,,,,,,,,
19003,100,,,,,,,,,,,,,
19005,73.96371249,,,,,,,,,,,,,
19007,58.25250252,,,,,,,,,,,,,
19009,100,,,,,,,,,,,,,
19011,80.65654241,,,,,,,,,,,,,
19013,13.48081471,,,,,,,,,,,,,
19015,50.63483616,,,,,,,,,,,,,
19017,64.48755973,,,,,,,,,,,,,
19019,68.53707415,,,,,,,,,,,,,
19021,43.90918065,,,,,,,,,,,,,
19023,100,,,,,,,,,,,,,
19025,100,,,,,,,,,,,,,
19027,52.0368947,,,,,,,,,,,,,
19029,53.63284609,,,,,,,,,,,,,
19031,83.42072544,,,,,,,,,,,,,
19033,20.59296505,,,,,,,,,,,,,
19035,61.38170974,,,,,,,,,,,,,
19037,73.53485007,,,,,,,,,,,,,
19039,48.1046737,,,,,,,,,,,,,
19041,34.28931421,,,,,,,,,,,,,
19043,96.59661316,,,,,,,,,,,,,
19045,32.23389527,,,,,,,,,,,,,
19047,51.80159102,,,,,,,,,,,,,
19049,30.58592273,,,,,,,,,,,,,
19051,100,,,,,,,,,,,,,
19053,100,,,,,,,,,,,,,
19055,71.47038955,,,,,,,,,,,,,
19057,26.73527588,,,,,,,,,,,,,
19059,35.04529909,,,,,,,,,,,,,
19061,27.01675333,,,,,,,,,,,,,
19063,39.89516599,,,,,,,,,,,,,
19065,70.57950192,,,,,,,,,,,,,
19067,52.7326259,,,,,,,,,,,,,
19069,60.24344569,,,,,,,,,,,,,
19071,100,,,,,,,,,,,,,
19073,58.16195373,,,,,,,,,,,,,
19075,100,,,,,,,,,,,,,
19077,100,,,,,,,,,,,,,
19079,50.48172016,,,,,,,,,,,,,
19081,70.0202804,,,,,,,,,,,,,
19083,71.08474963,,,,,,,,,,,,,
19085,81.11602358,,,,,,,,,,,,,
19087,57.13080169,,,,,,,,,,,,,
19089,62.99393686,,,,,,,,,,,,,
19091,46.58176261,,,,,,,,,,,,,
19093,100,,,,,,,,,,,,,
19095,82.18281871,,,,,,,,,,,,,
19097,53.26985087,,,,,,,,,,,,,
19099,57.50773574,,,,,,,,,,,,,
19101,38.72825506,,,,,,,,,,,,,
19103,18.53654437,,,,,,,,,,,,,
19105,57.95619731,,,,,,,,,,,,,
19107,100,,,,,,,,,,,,,
19109,65.64369813,,,,,,,,,,,,,
19111,40.61680888,,,,,,,,,,,,,
19113,12.74795716,,,,,,,,,,,,,
19115,100,,,,,,,,,,,,,
19117,56.24859519,,,,,,,,,,,,,
19119,100,,,,,,,,,,,,,
19121,67.83595893,,,,,,,,,,,,,
19123,43.9479916,,,,,,,,,,,,,
19125,48.68954337,,,,,,,,,,,,,
19127,33.92540838,,,,,,,,,,,,,
19129,59.57234876,,,,,,,,,,,,,
19131,67.1956199,,,,,,,,,,,,,
19133,71.1998269,,,,,,,,,,,,,
19135,55.16938519,,,,,,,,,,,,,
19137,47.88640596,,,,,,,,,,,,,
19139,25.55152649,,,,,,,,,,,,,
19141,66.27309349,,,,,,,,,,,,,
19143,58.37202105,,,,,,,,,,,,,
19145,33.35425559,,,,,,,,,,,,,
19147,61.49028766,,,,,,,,,,,,,
19149,62.93924598,,,,,,,,,,,,,
19151,100,,,,,,,,,,,,,
19153,4.908740479,,,,,,,,,,,,,
19155,26.41963116,,,,,,,,,,,,,
19157,51.99323253,,,,,,,,,,,,,
19159,100,,,,,,,,,,,,,
19161,100,,,,,,,,,,,,,
19163,13.51074904,,,,,,,,,,,,,
19165,59.44768636,,,,,,,,,,,,,
19167,50.82482791,,,,,,,,,,,,,
19169,16.93506958,,,,,,,,,,,,,
19171,72.39826645,,,,,,,,,,,,,
19173,100,,,,,,,,,,,,,
19175,39.22929631,,,,,,,,,,,,,
19177,100,,,,,,,,,,,,,
19179,30.46736842,,,,,,,,,,,,,
19181,41.9556517,,,,,,,,,,,,,
19183,69.46185035,,,,,,,,,,,,,
19185,100,,,,,,,,,,,,,
19187,33.91208271,,,,,,,,,,,,,
19189,66.12368857,,,,,,,,,,,,,
19191,58.98081307,,,,,,,,,,,,,
19193,17.45683749,,,,,,,,,,,,,
19195,100,,,,,,,,,,,,,
19197,56.79945574,,,,,,,,,,,,,
20001,57.15354125,,,,,,,,,,,,,
20003,58.82498149,,,,,,,,,,,,,
20005,34.15268258,,,,,,,,,,,,,
20007,100,,,,,,,,,,,,,
20009,31.75543832,,,,,,,,,,,,,
20011,47.9667831,,,,,,,,,,,,,
20013,68.43950321,,,,,,,,,,,,,
20015,40.47358834,,,,,,,,,,,,,
20017,100,,,,,,,,,,,,,
20019,100,,,,,,,,,,,,,
20021,49.06263019,,,,,,,,,,,,,
20023,100,,,,,,,,,,,,,
20025,100,,,,,,,,,,,,,
20027,49.53719977,,,,,,,,,,,,,
20029,43.98405539,,,,,,,,,,,,,
20031,70.89873271,,,,,,,,,,,,,
20033,100,,,,,,,,,,,,,
20035,30.99887087,,,,,,,,,,,,,
20037,34.9287065,,,,,,,,,,,,,
20039,100,,,,,,,,,,,,,
20041,64.29077655,,,,,,,,,,,,,
20043,70.19509125,,,,,,,,,,,,,
20045,11.01275874,,,,,,,,,,,,,
20047,100,,,,,,,,,,,,,
20049,100,,,,,,,,,,,,,
20051,25.55883593,,,,,,,,,,,,,
20053,54.10189318,,,,,,,,,,,,,
20055,18.58277137,,,,,,,,,,,,,
20057,19.29803829,,,,,,,,,,,,,
20059,52.10064635,,,,,,,,,,,,,
20061,11.67277807,,,,,,,,,,,,,
20063,100,,,,,,,,,,,,,
20065,100,,,,,,,,,,,,,
20067,19.79818623,,,,,,,,,,,,,
20069,100,,,,,,,,,,,,,
20071,100,,,,,,,,,,,,,
20073,61.26476304,,,,,,,,,,,,,
20075,100,,,,,,,,,,,,,
20077,100,,,,,,,,,,,,,
20079,30.91915581,,,,,,,,,,,,,
20081,100,,,,,,,,,,,,,
20083,100,,,,,,,,,,,,,
20085,75.89511217,,,,,,,,,,,,,
20087,98.81836244,,,,,,,,,,,,,
20089,100,,,,,,,,,,,,,
20091,3.833665026,,,,,,,,,,,,,
20093,100,,,,,,,,,,,,,
20095,62.10231611,,,,,,,,,,,,,
20097,100,,,,,,,,,,,,,
20099,52.3395196,,,,,,,,,,,,,
20101,100,,,,,,,,,,,,,
20103,29.06319283,,,,,,,,,,,,,
20105,100,,,,,,,,,,,,,
20107,100,,,,,,,,,,,,,
20109,100,,,,,,,,,,,,,
20111,26.29860493,,,,,,,,,,,,,
20113,43.49554489,,,,,,,,,,,,,
20115,77.76461295,,,,,,,,,,,,,
20117,70.96965504,,,,,,,,,,,,,
20119,100,,,,,,,,,,,,,
20121,50.95007167,,,,,,,,,,,,,
20123,48.2975051,,,,,,,,,,,,,
20125,43.42420569,,,,,,,,,,,,,
20127,100,,,,,,,,,,,,,
20129,100,,,,,,,,,,,,,
20131,75.24071527,,,,,,,,,,,,,
20133,45.13687016,,,,,,,,,,,,,
20135,100,,,,,,,,,,,,,
20137,48.98606948,,,,,,,,,,,,,
20139,83.53482663,,,,,,,,,,,,,
20141,100,,,,,,,,,,,,,
20143,100,,,,,,,,,,,,,
20145,31.67933458,,,,,,,,,,,,,
20147,53.75753279,,,,,,,,,,,,,
20149,58.91501574,,,,,,,,,,,,,
20151,32.2079536,,,,,,,,,,,,,
20153,100,,,,,,,,,,,,,
20155,31.29853823,,,,,,,,,,,,,
20157,100,,,,,,,,,,,,,
20159,63.78062085,,,,,,,,,,,,,
20161,13.84518034,,,,,,,,,,,,,
20163,100,,,,,,,,,,,,,
20165,100,,,,,,,,,,,,,
20167,41.06169297,,,,,,,,,,,,,
20169,14.59015214,,,,,,,,,,,,,
20171,26.11426256,,,,,,,,,,,,,
20173,7.658643765,,,,,,,,,,,,,
20175,11.42819798,,,,,,,,,,,,,
20177,15.8244068,,,,,,,,,,,,,
20179,100,,,,,,,,,,,,,
20181,24.24292845,,,,,,,,,,,,,
20183,100,,,,,,,,,,,,,
20185,100,,,,,,,,,,,,,
20187,100,,,,,,,,,,,,,
20189,31.23689727,,,,,,,,,,,,,
20191,62.85430134,,,,,,,,,,,,,
20193,30.84810127,,,,,,,,,,,,,
20195,100,,,,,,,,,,,,,
20197,100,,,,,,,,,,,,,
20199,100,,,,,,,,,,,,,
20201,100,,,,,,,,,,,,,
20203,100,,,,,,,,,,,,,
20205,72.68572643,,,,,,,,,,,,,
20207,100,,,,,,,,,,,,,
20209,6.062664677,,,,,,,,,,,,,
21001,75.4556175,,,,,,,,,,,,,
21003,78.6981359,,,,,,,,,,,,,
21005,41.69739975,,,,,,,,,,,,,
21007,100,,,,,,,,,,,,,
21009,63.27508121,,,,,,,,,,,,,
21011,100,,,,,,,,,,,,,
21013,62.4795232,,,,,,,,,,,,,
21015,13.2723401,,,,,,,,,,,,,
21017,44.74856142,,,,,,,,,,,,,
21019,25.31791207,,,,,,,,,,,,,
21021,34.81992122,,,,,,,,,,,,,
21023,100,,,,,,,,,,,,,
21025,81.50309843,,,,,,,,,,,,,
21027,100,,,,,,,,,,,,,
21029,30.4134878,,,,,,,,,,,,,
21031,100,,,,,,,,,,,,,
21033,54.63647566,,,,,,,,,,,,,
21035,48.71877605,,,,,,,,,,,,,
21037,15.29622742,,,,,,,,,,,,,
21039,100,,,,,,,,,,,,,
21041,52.22458607,,,,,,,,,,,,,
21043,79.37950938,,,,,,,,,,,,,
21045,100,,,,,,,,,,,,,
21047,28.55520249,,,,,,,,,,,,,
21049,27.46749782,,,,,,,,,,,,,
21051,78.5687989,,,,,,,,,,,,,
21053,100,,,,,,,,,,,,,
21055,70.82125604,,,,,,,,,,,,,
21057,100,,,,,,,,,,,,,
21059,27.0164294,,,,,,,,,,,,,
21061,100,,,,,,,,,,,,,
21063,100,,,,,,,,,,,,,
21065,76.12459106,,,,,,,,,,,,,
21067,3.066906015,,,,,,,,,,,,,
21069,80.51993309,,,,,,,,,,,,,
21071,83.87113128,,,,,,,,,,,,,
21073,27.55402252,,,,,,,,,,,,,
21075,64.43563775,,,,,,,,,,,,,
21077,100,,,,,,,,,,,,,
21079,77.89143803,,,,,,,,,,,,,
21081,64.99067391,,,,,,,,,,,,,
21083,69.40815172,,,,,,,,,,,,,
21085,73.580362,,,,,,,,,,,,,
21087,100,,,,,,,,,,,,,
21089,39.28745597,,,,,,,,,,,,,
21091,89.30531232,,,,,,,,,,,,,
21093,34.21259581,,,,,,,,,,,,,
21095,54.15670469,,,,,,,,,,,,,
21097,65.92910963,,,,,,,,,,,,,
21099,87.18610913,,,,,,,,,,,,,
21101,38.19891892,,,,,,,,,,,,,
21103,100,,,,,,,,,,,,,
21105,100,,,,,,,,,,,,,
21107,47.12489344,,,,,,,,,,,,,
21109,100,,,,,,,,,,,,,
21111,1.373101461,,,,,,,,,,,,,
21113,25.89840695,,,,,,,,,,,,,
21115,73.01764001,,,,,,,,,,,,,
21117,6.975957926,,,,,,,,,,,,,
21119,100,,,,,,,,,,,,,
21121,62.9238152,,,,,,,,,,,,,
21123,75.95293455,,,,,,,,,,,,,
21125,56.84208738,,,,,,,,,,,,,
21127,77.10592686,,,,,,,,,,,,,
21129,100,,,,,,,,,,,,,
21131,100,,,,,,,,,,,,,
21133,100,,,,,,,,,,,,,
21135,100,,,,,,,,,,,,,
21137,81.65871797,,,,,,,,,,,,,
21139,95.37766572,,,,,,,,,,,,,
21141,74.980436,,,,,,,,,,,,,
21143,100,,,,,,,,,,,,,
21145,27.8242965,,,,,,,,,,,,,
21147,100,,,,,,,,,,,,,
21149,100,,,,,,,,,,,,,
21151,38.51729461,,,,,,,,,,,,,
21153,100,,,,,,,,,,,,,
21155,71.5136226,,,,,,,,,,,,,
21157,85.85919613,,,,,,,,,,,,,
21159,100,,,,,,,,,,,,,
21161,55.39736993,,,,,,,,,,,,,
21163,85.89958744,,,,,,,,,,,,,
21165,100,,,,,,,,,,,,,
21167,59.14396887,,,,,,,,,,,,,
21169,100,,,,,,,,,,,,,
21171,100,,,,,,,,,,,,,
21173,59.11166459,,,,,,,,,,,,,
21175,100,,,,,,,,,,,,,
21177,68.43391854,,,,,,,,,,,,,
21179,56.94454037,,,,,,,,,,,,,
21181,100,,,,,,,,,,,,,
21183,73.48796242,,,,,,,,,,,,,
21185,20.32793952,,,,,,,,,,,,,
21187,100,,,,,,,,,,,,,
21189,100,,,,,,,,,,,,,
21191,100,,,,,,,,,,,,,
21193,74.07355809,,,,,,,,,,,,,
21195,87.79835138,,,,,,,,,,,,,
21197,67.10536748,,,,,,,,,,,,,
21199,53.94763966,,,,,,,,,,,,,
21201,100,,,,,,,,,,,,,
21203,83.71833959,,,,,,,,,,,,,
21205,68.79098273,,,,,,,,,,,,,
21207,100,,,,,,,,,,,,,
21209,32.46348547,,,,,,,,,,,,,
21211,47.00765318,,,,,,,,,,,,,
21213,45.2184452,,,,,,,,,,,,,
21215,100,,,,,,,,,,,,,
21217,52.19076371,,,,,,,,,,,,,
21219,100,,,,,,,,,,,,,
21221,79.3569984,,,,,,,,,,,,,
21223,94.6986037,,,,,,,,,,,,,
21225,65.28286799,,,,,,,,,,,,,
21227,31.18496907,,,,,,,,,,,,,
21229,100,,,,,,,,,,,,,
21231,67.73170615,,,,,,,,,,,,,
21233,100,,,,,,,,,,,,,
21235,65.15699975,,,,,,,,,,,,,
21237,100,,,,,,,,,,,,,
21239,36.15622118,,,,,,,,,,,,,
22001,51.69896233,,,,,,,,,,,,,
22003,69.42244993,,,,,,,,,,,,,
22005,13.21643427,,,,,,,,,,,,,
22007,44.99380897,,,,,,,,,,,,,
22009,63.78199796,,,,,,,,,,,,,
22011,66.49464296,,,,,,,,,,,,,
22013,79.83696788,,,,,,,,,,,,,
22015,24.34197591,,,,,,,,,,,,,
22017,14.43508819,,,,,,,,,,,,,
22019,20.5002905,,,,,,,,,,,,,
22021,100,,,,,,,,,,,,,
22023,100,,,,,,,,,,,,,
22025,100,,,,,,,,,,,,,
22027,82.35533585,,,,,,,,,,,,,
22029,33.45499952,,,,,,,,,,,,,
22031,77.26215486,,,,,,,,,,,,,
22033,6.875964114,,,,,,,,,,,,,
22035,34.57919835,,,,,,,,,,,,,
22037,100,,,,,,,,,,,,,
22039,61.09345574,,,,,,,,,,,,,
22041,74.18500506,,,,,,,,,,,,,
22043,85.59325833,,,,,,,,,,,,,
22045,28.13626434,,,,,,,,,,,,,
22047,59.21466439,,,,,,,,,,,,,
22049,65.53398058,,,,,,,,,,,,,
22051,1.142521593,,,,,,,,,,,,,
22053,50.69949991,,,,,,,,,,,,,
22055,8.318515376,,,,,,,,,,,,,
22057,24.21665732,,,,,,,,,,,,,
22059,73.19006044,,,,,,,,,,,,,
22061,40.6782925,,,,,,,,,,,,,
22063,41.11664818,,,,,,,,,,,,,
22065,22.44273547,,,,,,,,,,,,,
22067,50.03752815,,,,,,,,,,,,,
22069,50.05054845,,,,,,,,,,,,,
22071,0.591863979,,,,,,,,,,,,,
22073,24.19138694,,,,,,,,,,,,,
22075,19.53823453,,,,,,,,,,,,,
22077,57.81071836,,,,,,,,,,,,,
22079,39.52725035,,,,,,,,,,,,,
22081,100,,,,,,,,,,,,,
22083,66.04583836,,,,,,,,,,,,,
22085,88.19791194,,,,,,,,,,,,,
22087,4.253837368,,,,,,,,,,,,,
22089,11.48920045,,,,,,,,,,,,,
22091,100,,,,,,,,,,,,,
22093,27.70337526,,,,,,,,,,,,,
22095,13.44612839,,,,,,,,,,,,,
22097,48.17231123,,,,,,,,,,,,,
22099,49.57055215,,,,,,,,,,,,,
22101,13.03934126,,,,,,,,,,,,,
22103,23.21810559,,,,,,,,,,,,,
22105,40.92917248,,,,,,,,,,,,,
22107,100,,,,,,,,,,,,,
22109,20.62846415,,,,,,,,,,,,,
22111,82.91008318,,,,,,,,,,,,,
22113,54.62163141,,,,,,,,,,,,,
22115,49.8968166,,,,,,,,,,,,,
22117,66.6744403,,,,,,,,,,,,,
22119,53.04195889,,,,,,,,,,,,,
22121,30.46073651,,,,,,,,,,,,,
22123,100,,,,,,,,,,,,,
22125,100,,,,,,,,,,,,,
22127,64.89257494,,,,,,,,,,,,,
23001,43.36688269,,,,,,,,,,,,,
23003,80.26575762,,,,,,,,,,,,,
23005,36.09846844,,,,,,,,,,,,,
23007,82.99856994,,,,,,,,,,,,,
23009,90.11356536,,,,,,,,,,,,,
23011,62.83043119,,,,,,,,,,,,,
23013,67.93084357,,,,,,,,,,,,,
23015,100,,,,,,,,,,,,,
23017,83.11171822,,,,,,,,,,,,,
23019,57.6502537,,,,,,,,,,,,,
23021,100,,,,,,,,,,,,,
23023,61.67511971,,,,,,,,,,,,,
23025,80.47598989,,,,,,,,,,,,,
23027,91.34223689,,,,,,,,,,,,,
23029,92.37886535,,,,,,,,,,,,,
23031,56.84341884,,,,,,,,,,,,,
24001,27.25238723,,,,,,,,,,,,,
24003,5.304134986,,,,,,,,,,,,,
24005,6.534118436,,,,,,,,,,,,,
24009,38.70989553,,,,,,,,,,,,,
24011,75.99951612,,,,,,,,,,,,,
24013,39.50602511,,,,,,,,,,,,,
24015,42.10250425,,,,,,,,,,,,,
24017,29.50372225,,,,,,,,,,,,,
24019,56.22049175,,,,,,,,,,,,,
24021,25.20770401,,,,,,,,,,,,,
24023,83.89872745,,,,,,,,,,,,,
24025,17.75710096,,,,,,,,,,,,,
24027,9.251615375,,,,,,,,,,,,,
24029,72.58503738,,,,,,,,,,,,,
24031,2.383777348,,,,,,,,,,,,,
24033,1.966713766,,,,,,,,,,,,,
24035,54.48763547,,,,,,,,,,,,,
24037,50.41797035,,,,,,,,,,,,,
24039,45.79146203,,,,,,,,,,,,,
24041,54.65565613,,,,,,,,,,,,,
24043,29.48992742,,,,,,,,,,,,,
24045,25.80596153,,,,,,,,,,,,,
24047,35.52687838,,,,,,,,,,,,,
24510,0,,,,,,,,,,,,,
25001,7.483046765,,,,,,,,,,,,,
25003,31.59374786,,,,,,,,,,,,,
25005,9.834301504,,,,,,,,,,,,,
25007,39.02630783,,,,,,,,,,,,,
25009,4.24404468,,,,,,,,,,,,,
25011,54.43170991,,,,,,,,,,,,,
25013,8.570842952,,,,,,,,,,,,,
25015,27.44369939,,,,,,,,,,,,,
25017,3.027706351,,,,,,,,,,,,,
25019,18.8950059,,,,,,,,,,,,,
25021,1.240488742,,,,,,,,,,,,,
25023,10.30774733,,,,,,,,,,,,,
25025,0.07409059,,,,,,,,,,,,,
25027,18.39028642,,,,,,,,,,,,,
26001,98.92158655,,,,,,,,,,,,,
26003,69.04489116,,,,,,,,,,,,,
26005,64.46754273,,,,,,,,,,,,,
26007,51.8278262,,,,,,,,,,,,,
26009,100,,,,,,,,,,,,,
26011,100,,,,,,,,,,,,,
26013,100,,,,,,,,,,,,,
26015,77.12808206,,,,,,,,,,,,,
26017,30.31149382,,,,,,,,,,,,,
26019,100,,,,,,,,,,,,,
26021,32.85696977,,,,,,,,,,,,,
26023,62.7033239,,,,,,,,,,,,,
26025,30.97703935,,,,,,,,,,,,,
26027,71.18161131,,,,,,,,,,,,,
26029,70.40348376,,,,,,,,,,,,,
26031,82.72789844,,,,,,,,,,,,,
